Player,Nation,Squad,Comp,Pos,season,source_file,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,start_rate
Robin Olsen,SWE,Aston Villa,Premier League,GK,2024_2025,players_data-2024_2025.csv,34.0,1990.0,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Becir Omeragic,SUI,Montpellier,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,22.0,2002.0,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,21.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.015,0.015,0.005,0.02,1.05,2.55,0.15,0.9545454545454546
Jonas Omlin,SUI,Gladbach,Bundesliga,GK,2024_2025,players_data-2024_2025.csv,30.0,1994.0,12,11,978,10.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09174311926605504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666
Andrew Omobamidele,IRL,Strasbourg,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,22.0,2002.0,10,6,539,6.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.6
Ado Onaiwu,JPN,Auxerre,Ligue 1,MF,2024_2025,players_data-2024_2025.csv,28.0,1995.0,31,9,957,10.6,4,1,5,4,0,0,1,1,4.0,4.0,1.1,5.1,17.0,33.0,74.0,0.37735849056603776,0.09433962264150944,0.4716981132075472,0.37735849056603776,0.0,0.0,0.09433962264150944,0.09433962264150944,0.37735849056603776,0.37735849056603776,0.1037735849056604,0.4811320754716981,1.6037735849056605,3.1132075471698113,6.981132075471699,0.2903225806451613
Amadou Onana,BEL,Aston Villa,Premier League,MF,2024_2025,players_data-2024_2025.csv,22.0,2001.0,26,20,1617,18.0,3,0,3,3,0,0,4,0,2.1,2.1,0.7,2.8,29.0,75.0,16.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.11666666666666667,0.11666666666666667,0.03888888888888889,0.15555555555555556,1.6111111111111112,4.166666666666667,0.8888888888888888,0.7692307692307693
André Onana,CMR,Manchester Utd,Premier League,GK,2024_2025,players_data-2024_2025.csv,28.0,1996.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.0,0.029411764705882353,0.0,1.0
Jean Onana,CMR,Genoa,Serie A,MF,2024_2025,players_data-2024_2025.csv,24.0,2000.0,9,2,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.029411764705882356,0.029411764705882356,0.29411764705882354,3.235294117647059,1.1764705882352942,0.2222222222222222
Jacob Ondrejka,SWE,Parma,Serie A,MF,2024_2025,players_data-2024_2025.csv,21.0,2002.0,12,3,422,4.7,5,0,5,5,0,0,0,0,1.3,1.3,0.6,1.9,13.0,11.0,21.0,1.0638297872340425,0.0,1.0638297872340425,1.0638297872340425,0.0,0.0,0.0,0.0,0.2765957446808511,0.2765957446808511,0.1276595744680851,0.40425531914893614,2.7659574468085104,2.3404255319148937,4.468085106382978,0.25
Karim Onisiwo,AUT,Mainz 05,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,32.0,1992.0,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334,0.25,0.33333333333333337,0.8333333333333334,0.0,6.666666666666667,0.16666666666666666
Paul Onuachu,NGA,Southampton,Premier League,FW,2024_2025,players_data-2024_2025.csv,30.0,1994.0,25,11,1050,11.7,4,1,5,4,0,0,4,0,3.6,3.6,0.5,4.1,7.0,13.0,40.0,0.3418803418803419,0.08547008547008547,0.4273504273504274,0.3418803418803419,0.0,0.0,0.3418803418803419,0.0,0.3076923076923077,0.3076923076923077,0.042735042735042736,0.3504273504273504,0.5982905982905983,1.1111111111111112,3.418803418803419,0.44
Frank Onyeka,NGA,Augsburg,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,26.0,1998.0,31,30,2586,28.7,0,1,1,0,0,0,8,0,1.4,1.4,1.3,2.7,46.0,106.0,71.0,0.0,0.03484320557491289,0.03484320557491289,0.0,0.0,0.0,0.2787456445993031,0.0,0.048780487804878044,0.048780487804878044,0.04529616724738676,0.09407665505226481,1.602787456445993,3.693379790940767,2.4738675958188154,0.967741935483871
Loïs Openda,BEL,RB Leipzig,Bundesliga,FW,2024_2025,players_data-2024_2025.csv,24.0,2000.0,33,28,2453,27.3,9,5,14,9,0,1,5,1,9.0,8.2,3.4,11.6,58.0,47.0,229.0,0.32967032967032966,0.18315018315018314,0.5128205128205128,0.32967032967032966,0.0,0.03663003663003663,0.18315018315018314,0.03663003663003663,0.32967032967032966,0.30036630036630035,0.12454212454212453,0.4249084249084249,2.1245421245421245,1.7216117216117215,8.388278388278389,0.8484848484848485
Christopher Operi,CIV,Le Havre,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,27.0,1997.0,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28.0,52.0,65.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.023076923076923075,0.023076923076923075,0.16923076923076924,0.19230769230769232,2.1538461538461537,4.0,5.0,1.0
Fredrik Oppegard,NOR,Auxerre,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,21.0,2002.0,9,2,273,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.6666666666666667,2.3333333333333335,3.6666666666666665,0.2222222222222222
Gift Orban,NGA,Lyon,Ligue 1,FW,2024_2025,players_data-2024_2025.csv,22.0,2002.0,3,2,186,2.1,2,0,2,2,0,0,1,0,1.2,1.2,0.0,1.2,1.0,2.0,12.0,0.9523809523809523,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0,0.47619047619047616,0.0,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.47619047619047616,0.9523809523809523,5.714285714285714,0.6666666666666666
Gift Orban,NGA,Hoffenheim,Bundesliga,FW,2024_2025,players_data-2024_2025.csv,22.0,2002.0,13,7,687,7.6,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,8.0,7.0,35.0,0.5263157894736842,0.0,0.5263157894736842,0.5263157894736842,0.0,0.0,0.2631578947368421,0.0,0.4473684210526316,0.4473684210526316,0.026315789473684213,0.4736842105263158,1.0526315789473684,0.9210526315789475,4.605263157894737,0.5384615384615384
Willi Orban,HUN,RB Leipzig,Bundesliga,DF,2024_2025,players_data-2024_2025.csv,31.0,1992.0,25,25,2222,24.7,5,0,5,5,0,0,4,2,4.0,4.0,1.0,5.0,15.0,106.0,8.0,0.20242914979757085,0.0,0.20242914979757085,0.20242914979757085,0.0,0.0,0.16194331983805668,0.08097165991902834,0.16194331983805668,0.16194331983805668,0.04048582995951417,0.20242914979757085,0.6072874493927126,4.291497975708502,0.32388663967611336,1.0
Ivan Ordets,UKR,Bochum,Bundesliga,DF,2024_2025,players_data-2024_2025.csv,32.0,1992.0,22,21,1861,20.7,0,0,0,0,0,0,6,0,0.7,0.7,0.7,1.5,2.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2898550724637681,0.0,0.033816425120772944,0.033816425120772944,0.033816425120772944,0.07246376811594203,0.0966183574879227,2.318840579710145,0.1932367149758454,0.9545454545454546
Gaetano Oristanio,ITA,Venezia,Serie A,FW,2024_2025,players_data-2024_2025.csv,21.0,2002.0,37,29,2315,25.7,3,3,6,3,0,0,3,0,4.1,4.1,2.6,6.8,72.0,64.0,131.0,0.11673151750972763,0.11673151750972763,0.23346303501945526,0.11673151750972763,0.0,0.0,0.11673151750972763,0.0,0.15953307392996108,0.15953307392996108,0.10116731517509728,0.26459143968871596,2.8015564202334633,2.490272373540856,5.09727626459144,0.7837837837837838
Aimar Oroz,ESP,Osasuna,La Liga,MF,2024_2025,players_data-2024_2025.csv,22.0,2001.0,37,35,2966,33.0,5,4,9,4,1,1,8,0,4.2,3.5,2.9,6.5,74.0,163.0,142.0,0.15151515151515152,0.12121212121212122,0.2727272727272727,0.12121212121212122,0.030303030303030304,0.030303030303030304,0.24242424242424243,0.0,0.1272727272727273,0.10606060606060606,0.08787878787878788,0.19696969696969696,2.242424242424242,4.9393939393939394,4.303030303030303,0.9459459459459459
Riccardo Orsolini,ITA,Bologna,Serie A,FW,2024_2025,players_data-2024_2025.csv,27.0,1997.0,30,23,1878,20.9,15,4,19,12,3,3,2,0,10.1,7.8,3.7,11.5,61.0,69.0,186.0,0.7177033492822967,0.19138755980861244,0.9090909090909092,0.5741626794258373,0.14354066985645933,0.14354066985645933,0.09569377990430622,0.0,0.48325358851674644,0.37320574162679426,0.17703349282296652,0.5502392344497608,2.91866028708134,3.3014354066985647,8.89952153110048,0.7666666666666667
Stefan Ortega,GER,Manchester City,Premier League,GK,2024_2025,players_data-2024_2025.csv,31.0,1992.0,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231
Ángel Ortíz,ESP,Betis,La Liga,DF,2024_2025,players_data-2024_2025.csv,20.0,2004.0,5,4,353,3.9,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.2,4.0,15.0,20.0,0.0,0.25641025641025644,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641025641025644,0.05128205128205129,1.0256410256410258,3.8461538461538463,5.128205128205129,0.8
Gabriel Osei Misehouy,NED,Girona,La Liga,FW,2024_2025,players_data-2024_2025.csv,19.0,2005.0,9,1,257,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,5.0,15.0,22.0,0.3448275862068966,0.0,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,0.0,0.3103448275862069,0.3103448275862069,0.10344827586206896,0.41379310344827586,1.7241379310344829,5.172413793103448,7.586206896551724,0.1111111111111111
Gabriel Osho,NGA,Auxerre,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,25.0,1998.0,20,20,1654,18.4,1,0,1,1,0,0,1,1,1.0,1.0,0.1,1.1,12.0,43.0,2.0,0.05434782608695653,0.0,0.05434782608695653,0.05434782608695653,0.0,0.0,0.05434782608695653,0.05434782608695653,0.05434782608695653,0.05434782608695653,0.005434782608695653,0.05978260869565218,0.6521739130434783,2.336956521739131,0.10869565217391305,1.0
Yordan Osorio,VEN,Parma,Serie A,DF,2024_2025,players_data-2024_2025.csv,30.0,1994.0,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.052631578947368425,0.5263157894736842,1.5789473684210527,0.0,0.6666666666666666
Patrick Osterhage,GER,Freiburg,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,24.0,2000.0,30,27,2267,25.2,1,0,1,1,0,0,6,1,1.7,1.7,1.4,3.1,26.0,73.0,50.0,0.03968253968253968,0.0,0.03968253968253968,0.03968253968253968,0.0,0.0,0.2380952380952381,0.03968253968253968,0.06746031746031746,0.06746031746031746,0.05555555555555555,0.12301587301587302,1.0317460317460319,2.8968253968253967,1.9841269841269842,0.9
William Osula,DEN,Newcastle Utd,Premier League,FW,2024_2025,players_data-2024_2025.csv,20.0,2003.0,14,0,134,1.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5.0,4.0,17.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.19999999999999998,3.3333333333333335,2.6666666666666665,11.333333333333334,0.0
Sebastian Otoa,DEN,Genoa,Serie A,DF,2024_2025,players_data-2024_2025.csv,20.0,2004.0,3,3,179,2.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dango Ouattara,BFA,Bournemouth,Premier League,FW,2024_2025,players_data-2024_2025.csv,22.0,2002.0,32,21,2005,22.3,7,4,11,7,0,0,3,0,8.4,8.4,5.5,13.8,79.0,43.0,191.0,0.3139013452914798,0.17937219730941703,0.49327354260089684,0.3139013452914798,0.0,0.0,0.13452914798206278,0.0,0.37668161434977576,0.37668161434977576,0.24663677130044842,0.6188340807174888,3.5426008968609866,1.9282511210762332,8.565022421524663,0.65625
Guimissongui Ouattara,FRA,Strasbourg,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,18.0,2005.0,17,3,471,5.2,1,1,2,1,0,0,1,0,0.3,0.3,0.5,0.8,7.0,18.0,14.0,0.1923076923076923,0.1923076923076923,0.3846153846153846,0.1923076923076923,0.0,0.0,0.1923076923076923,0.0,0.05769230769230769,0.05769230769230769,0.09615384615384615,0.15384615384615385,1.346153846153846,3.4615384615384612,2.692307692307692,0.17647058823529413
Kassoum Ouattara,FRA,Monaco,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,19.0,2004.0,12,5,391,4.3,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,15.0,16.0,35.0,0.0,0.23255813953488372,0.23255813953488372,0.0,0.0,0.0,0.46511627906976744,0.0,0.04651162790697675,0.04651162790697675,0.27906976744186046,0.3255813953488372,3.488372093023256,3.7209302325581395,8.13953488372093,0.4166666666666667
Remi Oudin,FRA,Lecce,Serie A,MF,2024_2025,players_data-2024_2025.csv,27.0,1996.0,11,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,2.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,0.030303030303030307,0.030303030303030307,0.18181818181818182,0.21212121212121213,0.6060606060606061,3.9393939393939394,4.848484848484849,0.2727272727272727
Zinédine Ould Khaled,FRA,Angers,Ligue 1,MF,2024_2025,players_data-2024_2025.csv,24.0,2000.0,10,4,343,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,2.8947368421052633,1.3157894736842106,0.4
Cheick Oumar Conde,GUI,Venezia,Serie A,MF,2024_2025,players_data-2024_2025.csv,24.0,2000.0,9,1,151,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,4.705882352941177,2.9411764705882355,0.1111111111111111
Jesús Owono,EQG,Alavés,La Liga,GK,2024_2025,players_data-2024_2025.csv,23.0,2001.0,6,5,487,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
Elisha Owusu,GHA,Auxerre,Ligue 1,MF,2024_2025,players_data-2024_2025.csv,26.0,1997.0,28,28,2344,26.0,1,3,4,1,0,0,7,0,0.4,0.4,1.0,1.4,8.0,78.0,33.0,0.038461538461538464,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.0,0.0,0.2692307692307692,0.0,0.015384615384615385,0.015384615384615385,0.038461538461538464,0.05384615384615384,0.3076923076923077,3.0,1.2692307692307692,1.0
Mikel Oyarzabal,ESP,Real Sociedad,La Liga,FW,2024_2025,players_data-2024_2025.csv,27.0,1997.0,35,28,2250,25.0,9,3,12,5,4,4,4,1,9.9,6.8,2.4,9.2,31.0,28.0,133.0,0.36,0.12,0.48,0.2,0.16,0.16,0.16,0.04,0.396,0.272,0.096,0.368,1.24,1.12,5.32,0.8
Daniel Oyegoke,ENG,Hellas Verona,Serie A,DF,2024_2025,players_data-2024_2025.csv,21.0,2003.0,5,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,1.8181818181818181,4.545454545454545,0.0
Salih Özcan,TUR,Wolfsburg,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,26.0,1998.0,11,3,353,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,6.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641025641025644,0.025641025641025644,0.20512820512820515,0.23076923076923078,1.5384615384615385,5.641025641025641,1.2820512820512822,0.2727272727272727
Salih Özcan,TUR,Dortmund,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,26.0,1998.0,11,3,391,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.06976744186046512,0.0930232558139535,0.1627906976744186,0.9302325581395349,7.209302325581396,0.9302325581395349,0.2727272727272727
Cenk Özkacar,TUR,Valladolid,La Liga,DF,2024_2025,players_data-2024_2025.csv,23.0,2000.0,11,8,757,8.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.011904761904761904,0.011904761904761904,0.0,0.011904761904761904,0.23809523809523808,1.7857142857142856,0.0,0.7272727272727273
Nico O’Reilly,ENG,Manchester City,Premier League,DF,2024_2025,players_data-2024_2025.csv,19.0,2005.0,9,6,528,5.9,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.6,16.0,17.0,26.0,0.3389830508474576,0.0,0.3389830508474576,0.3389830508474576,0.0,0.0,0.0,0.0,0.22033898305084745,0.22033898305084745,0.06779661016949153,0.2711864406779661,2.711864406779661,2.8813559322033897,4.406779661016949,0.6666666666666666
Jon Pacheco,ESP,Real Sociedad,La Liga,DF,2024_2025,players_data-2024_2025.csv,23.0,2001.0,14,9,854,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.021052631578947368,1.263157894736842,2.8421052631578947,0.0,0.6428571428571429
Willian Pacho,ECU,Paris S-G,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,22.0,2001.0,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,3.0,53.0,1.0,0.0,0.04219409282700422,0.04219409282700422,0.0,0.0,0.0,0.08438818565400844,0.0,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.02531645569620253,0.12658227848101267,2.236286919831224,0.04219409282700422,0.8214285714285714
Alex Padilla,ESP,Athletic Club,La Liga,GK,2024_2025,players_data-2024_2025.csv,20.0,2003.0,5,3,321,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Simone Pafundi,ITA,Udinese,Serie A,MF,2024_2025,players_data-2024_2025.csv,18.0,2006.0,9,0,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.5384615384615384,0.5384615384615384,2.3076923076923075,0.0,5.384615384615384,0.0
Exequiel Palacios,ARG,Leverkusen,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,25.0,1998.0,24,11,1155,12.8,1,6,7,1,0,0,2,0,1.5,1.5,2.3,3.8,15.0,97.0,40.0,0.078125,0.46875,0.546875,0.078125,0.0,0.0,0.15625,0.0,0.1171875,0.1171875,0.17968749999999997,0.29687499999999994,1.171875,7.578125,3.125,0.4583333333333333
Tomás Palacios,ARG,Monza,Serie A,DF,2024_2025,players_data-2024_2025.csv,21.0,2003.0,8,5,446,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,4.2,0.4,0.625
Isaac Palazón Camacho,ESP,Rayo Vallecano,La Liga,MF,2024_2025,players_data-2024_2025.csv,29.0,1994.0,35,25,2162,24.0,4,4,8,4,0,0,5,0,4.7,4.7,4.4,9.2,30.0,117.0,123.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.20833333333333334,0.0,0.19583333333333333,0.19583333333333333,0.18333333333333335,0.3833333333333333,1.25,4.875,5.125,0.7142857142857143
Marco Palestra,ITA,Atalanta,Serie A,DF,2024_2025,players_data-2024_2025.csv,19.0,2005.0,9,2,222,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,13.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,5.2,2.4,5.6,0.2222222222222222
João Palhinha,POR,Bayern Munich,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,29.0,1995.0,17,6,673,7.5,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,3.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.09333333333333332,0.09333333333333332,0.02666666666666667,0.12000000000000001,0.4,4.266666666666667,0.9333333333333333,0.35294117647058826
Nicolas Pallois,FRA,Nantes,Ligue 1,DF,2024_2025,players_data-2024_2025.csv,36.0,1987.0,26,23,2017,22.4,0,2,2,0,0,0,9,0,0.4,0.4,0.4,0.8,6.0,52.0,5.0,0.0,0.08928571428571429,0.08928571428571429,0.0,0.0,0.0,0.4017857142857143,0.0,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.03571428571428572,0.26785714285714285,2.3214285714285716,0.22321428571428573,0.8846153846153846
Alex Palmer,ENG,Ipswich Town,Premier League,GK,2024_2025,players_data-2024_2025.csv,27.0,1996.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0
Cole Palmer,ENG,Chelsea,Premier League,MF,2024_2025,players_data-2024_2025.csv,22.0,2002.0,37,36,3191,35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120.0,214.0,187.0,0.4225352112676056,0.22535211267605634,0.647887323943662,0.30985915492957744,0.11267605633802817,0.14084507042253522,0.19718309859154928,0.0,0.48732394366197185,0.37464788732394366,0.3070422535211268,0.6816901408450704,3.380281690140845,6.028169014084507,5.267605633802817,0.972972972972973
Emerson Palmieri,ITA,West Ham,Premier League,DF,2024_2025,players_data-2024_2025.csv,29.0,1994.0,31,26,2113,23.5,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.0851063829787234,0.0425531914893617,0.1276595744680851,0.0851063829787234,0.0,0.0,0.2127659574468085,0.0,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.14468085106382977,2.0,2.8085106382978724,3.5319148936170213,0.8387096774193549
Mats Pannewig,GER,Bochum,Bundesliga,MF,2024_2025,players_data-2024_2025.csv,19.0,2004.0,14,2,267,3.0,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,3.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.03333333333333333,0.3,1.0,3.3333333333333335,5.333333333333333,0.14285714285714285
Lucas Paquetá,BRA,West Ham,Premier League,MF,2024_2025,players_data-2024_2025.csv,26.0,1997.0,33,27,2380,26.4,4,0,4,2,2,2,10,0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15151515151515152,0.0,0.15151515151515152,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.3787878787878788,0.0,0.20075757575757577,0.14015151515151517,0.11742424242424243,0.25757575757575757,0.9848484848484849,5.871212121212121,3.2196969696969697,0.8181818181818182
Aitor Paredes,ESP,Athletic Club,La Liga,DF,2024_2025,players_data-2024_2025.csv,24.0,2000.0,23,21,1812,20.1,3,0,3,3,0,0,4,1,2.3,2.3,0.1,2.3,4.0,46.0,2.0,0.14925373134328357,0.0,0.14925373134328357,0.14925373134328357,0.0,0.0,0.1990049751243781,0.04975124378109452,0.11442786069651739,0.11442786069651739,0.004975124378109453,0.11442786069651739,0.1990049751243781,2.288557213930348,0.09950248756218905,0.9130434782608695
Kevin Paredes,USA,Wolfsburg,Bundesliga,DF,2024_2025,players_data-2024_2025.csv,21.0,2003.0,2,2,123,1.4,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.4,1.0,7.0,12.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.7142857142857143,0.0,0.28571428571428575,0.28571428571428575,0.07142857142857144,0.28571428571428575,0.7142857142857143,5.0,8.571428571428571,1.0
Leandro Paredes,ARG,Roma,Serie A,MF,2024_2025,players_data-2024_2025.csv,30.0,1994.0,22,15,1373,15.3,3,1,4,1,2,2,4,0,2.3,0.7,1.5,2.2,17.0,106.0,14.0,0.19607843137254902,0.06535947712418301,0.26143790849673204,0.06535947712418301,0.13071895424836602,0.13071895424836602,0.26143790849673204,0.0,0.1503267973856209,0.0457516339869281,0.09803921568627451,0.14379084967320263,1.1111111111111112,6.928104575163398,0.9150326797385621,0.6818181818181818
Daniel Parejo,ESP,Villarreal,La Liga,MF,2024_2025,players_data-2024_2025.csv,35.0,1989.0,36,26,2273,25.3,3,3,6,2,1,2,8,0,2.5,0.8,1.8,2.7,19.0,176.0,26.0,0.11857707509881422,0.11857707509881422,0.23715415019762845,0.07905138339920949,0.039525691699604744,0.07905138339920949,0.31620553359683795,0.0,0.09881422924901186,0.03162055335968379,0.07114624505928854,0.10671936758893281,0.7509881422924901,6.956521739130435,1.0276679841897234,0.7222222222222222
